,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Short,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre: Musical,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre: Thriller,Genre:  Romance,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre: Animation,Genre:  Sci-Fi,Genre:  Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: History,Genre:  Action,Genre: Crime,Content Rating: PASSED,Content Rating: TV-MA,Content Rating: X,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: TV-PG,Content Rating: PG,Content Rating: PG-13,Content Rating: NR,Content Rating: G,Content Rating: APPROVED,Content Rating: UNRATED,Content Rating: NOT RATED,Content Rating: TV-G,Content Rating: R,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
45,Garth Davis,Saroo Brierley,Luke Davies,Dev Patel,Nicole Kidman,Rooney Mara,Sunny Pawar,Abhishek Bharate,Priyanka Bose,Khushi Solanki,12000000.0,Garth Davis,123723779.0,8.1,69.0,149320,,6,0,80,49,2016-09-10,118.0,Lion,2016-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,111723779.0,12332867.616297683,127155748.94958928,,114822881.3332916
46,Dan Kwan,Daniel Scheinert,Daniel Scheinert,Dan Kwan,Paul Dano,Daniel Radcliffe,Mary Elizabeth Winstead,Paul Dano,Daniel Radcliffe,Mary Elizabeth Winstead,3000000.0,Dan Kwan Daniel Scheinert,4121261.0,7.0,64.0,75265,,0,0,28,6,2016-01-22,97.0,Swiss Army Man,2016-01-01,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,1121261.0,3083216.9040744207,4235580.527100884,,1152363.6230264632
47,Robert Zemeckis,Steven Knight,Brad Pitt,Marion Cotillard,Jared Harris,Brad Pitt,Vincent Ebrahim,Xavier de Guillebon,Marion Cotillard,Camille Cottin,85000000.0,Robert Zemeckis,109098064.0,7.1,60.0,104590,,1,0,10,0,2016-11-13,124.0,Allied,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,24098064.0,87357812.28210859,112124331.70886435,,24766519.426755752
48,Theodore Melfi,Allison Schroeder,Theodore Melfi,Taraji P. Henson,Octavia Spencer,Janelle Monáe,Taraji P. Henson,Octavia Spencer,Janelle Monáe,Kevin Costner,25000000.0,Theodore Melfi,234874979.0,7.8,74.0,137720,,3,0,81,36,2016-12-25,127.0,Hidden Figures,2016-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,209874979.0,25693474.200620174,241390168.53230822,,215696694.33168805
49,Sang-ho Yeon,Joo-Suk Park,Sang-ho Yeon,Yoo Gong,Yu-mi Jung,Dong-seok Ma,Yoo Gong,Yu-mi Jung,Dong-seok Ma,Su-an Kim,8497259.63376811,Sang-ho Yeon,81036076.0,7.5,72.0,81341,,0,0,36,30,2016-05-13,118.0,Busanhaeng,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,72538816.36623189,8732964.847047687,83283933.12101983,,74550968.27397214
50,Taika Waititi,Taika Waititi,Barry Crump,Sam Neill,Julian Dennison,Rima Te Wiata,Sam Neill,Julian Dennison,Rima Te Wiata,Rachel House,,Taika Waititi,3133732.0,7.9,81.0,68193,1948226.1298781428,0,0,25,20,2016-01-22,101.0,Hunt for the Wilderpeople,2016-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,,,3220658.491746315,2002267.912199926,
51,Dennis Gansel,Lewis John Carlino,Philip Shelby,Jason Statham,Jessica Alba,Tommy Lee Jones,Jason Statham,Jessica Alba,Tommy Lee Jones,Michelle Yeoh,40000000.0,Dennis Gansel,110312958.0,5.7,38.0,57129,,0,0,1,0,2016-08-22,98.0,Mechanic: Resurrection,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,70312958.0,41109558.720992275,113372925.61468387,,72263366.8936916
52,Woody Allen,Woody Allen,Jesse Eisenberg,Kristen Stewart,Steve Carell,Steve Carell,Sheryl Lee,Todd Weeks,Paul Schackman,Jodi Carlisle,30000000.0,Woody Allen,34314223.0,6.6,64.0,53906,,0,0,6,0,2016-05-11,96.0,Caf� Society,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,4314223.0,30832169.040744208,35266064.1345931,,4433895.093848887
53,Brad Furman,Ellen Sue Brown,Robert Mazur,Bryan Cranston,John Leguizamo,Diane Kruger,Bryan Cranston,Leanne Best,Daniel Mays,Tom Vaughan-Lawlor,28000000.0,Brad Furman,14805854.0,7.0,66.0,53640,,0,0,0,0,2016-07-06,127.0,The Infiltrator,2016-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,-13194146.0,28776691.104694594,15216553.110685961,,-13560137.994008636
54,Sharon Maguire,Helen Fielding,Dan Mazer,Renée Zellweger,Gemma Jones,Jim Broadbent,Renée Zellweger,Gemma Jones,Jim Broadbent,Sally Phillips,35000000.0,Sharon Maguire,211952420.0,6.6,59.0,51220,,0,0,3,2,2016-09-05,118.0,Bridget Jones's Baby,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,176952420.0,35970863.88086824,217831761.40116048,,181860897.52029222
55,Nitesh Tiwari,Piyush Gupta,Shreyas Jain,Aamir Khan,Sakshi Tanwar,Fatima Sana Shaikh,Aamir Khan,Sakshi Tanwar,Fatima Sana Shaikh,Sanya Malhotra,10321439.10350929,Nitesh Tiwari,310000000.0,8.6,nan,81926,22077558.242406372,0,0,0,15,2016-12-21,161.0,Dangal,2016-01-01,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,299678560.8964907,10607745.172771527,318599080.0876902,22689966.924558297,307991334.9149186
56,James Mangold,James Mangold,Scott Frank,Hugh Jackman,Patrick Stewart,Dafne Keen,Hugh Jackman,Patrick Stewart,Dafne Keen,Boyd Holbrook,97000000.0,James Mangold,616225934.0,8.1,77.0,439746,,1,0,54,14,2017-02-17,137.0,Logan,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,519225934.0,97664013.01944056,620444305.5782776,,522780292.558837
57,Jean-François Richet,Peter Craig,Andrea Berloff,Mel Gibson,Erin Moriarty,Diego Luna,Mel Gibson,Erin Moriarty,Diego Luna,Michael Parks,13000000.0,Jean-Fran�ois Richet,,6.4,66.0,46223,,0,0,0,0,2016-05-21,88.0,Blood Father,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,13360606.58432249,,,
58,Kelly Fremon Craig,Kelly Fremon Craig,Hailee Steinfeld,Haley Lu Richardson,Blake Jenner,Hailee Steinfeld,Haley Lu Richardson,Blake Jenner,Kyra Sedgwick,Woody Harrelson,9000000.0,Kelly Fremon Craig,14260193.0,7.4,77.0,66572,,0,0,25,6,2016-09-16,104.0,The Edge of Seventeen,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,5260193.0,9249650.712223262,14655756.037654577,,5406105.325431313
59,David Lowery,David Lowery,Toby Halbrooks,Bryce Dallas Howard,Robert Redford,Oakes Fegley,Bryce Dallas Howard,Robert Redford,Oakes Fegley,Oona Laurence,65000000.0,David Lowery,142313848.0,6.7,71.0,43325,,0,0,5,2,2016-07-31,102.0,Pete's Dragon,2016-01-01,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,77313848.0,66803032.92161245,146261487.27915925,,79458454.35754679
60,Denzel Washington,August Wilson,August Wilson,Denzel Washington,Viola Davis,Stephen Henderson,Denzel Washington,Viola Davis,Stephen Henderson,Jovan Adepo,24000000.0,Denzel Washington,64098857.0,7.2,79.0,69884,,0,1,104,51,2016-12-06,139.0,Fences,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,40098857.0,24665735.232595365,65876893.14474967,,41211157.91215431
61,Nicholas Stoller,Doug Sweetland,Nicholas Stoller,Andy Samberg,Katie Crown,Kelsey Grammer,Andy Samberg,Katie Crown,Kelsey Grammer,Jennifer Aniston,70000000.0,Nicholas Stoller Doug Sweetland,182379278.0,6.8,56.0,43630,,0,0,3,3,2016-09-22,87.0,Storks,2016-01-01,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,112379278.0,71941727.76173648,187438290.96082938,,115496563.1990929
62,Chris McKay,Seth Grahame-Smith,Chris McKenna,Will Arnett,Michael Cera,Rosario Dawson,Will Arnett,Michael Cera,Rosario Dawson,Ralph Fiennes,80000000.0,Chris McKay,310850384.0,7.3,75.0,92496,,0,0,57,11,2017-02-01,104.0,The LEGO Batman Movie,2017-01-01,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,230850384.0,80547639.60366231,312978308.7636505,,232430669.1599882
63,Pablo Larraín,Noah Oppenheim,Natalie Portman,Peter Sarsgaard,Greta Gerwig,Natalie Portman,Peter Sarsgaard,Greta Gerwig,Billy Crudup,John Hurt,9000000.0,Pablo Larra�n,11692444.0,6.7,81.0,55971,,3,0,154,40,2016-09-07,100.0,Jackie,2016-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,2692444.0,9249650.712223262,12016780.330247847,,2767129.6180245834
64,Mike Mitchell,Walt Dohrn,Jonathan Aibel,Glenn Berger,Anna Kendrick,Justin Timberlake,Zooey Deschanel,Anna Kendrick,Justin Timberlake,Zooey Deschanel,125000000.0,Mike Mitchell Walt Dohrn,346864462.0,6.5,56.0,53824,,1,0,33,4,2016-10-08,92.0,Trolls,2016-01-01,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,221864462.0,128467371.00310087,356486124.22035986,,228018753.21725902
65,Stephen Frears,Nicholas Martin,Meryl Streep,Hugh Grant,Simon Helberg,Meryl Streep,Hugh Grant,Simon Helberg,Rebecca Ferguson,Nina Arianda,29000000.0,Stephen Frears,2080000.0,6.9,71.0,38179,,2,0,39,8,2016-04-23,111.0,Florence Foster Jenkins,2016-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,-26920000.0,29804430.072719403,2137697.0534915985,,-27666733.019227803
66,J.A. Bayona,Patrick Ness,Patrick Ness,Lewis MacDougall,Sigourney Weaver,Felicity Jones,Lewis MacDougall,Sigourney Weaver,Felicity Jones,Toby Kebbell,43000000.0,J.A. Bayona,40919166.0,7.5,76.0,57005,,0,0,51,38,2016-09-09,108.0,A Monster Calls,2016-01-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,-2080834.0,44192775.6250667,42054221.43727577,,-2138554.187790931
67,Gary Ross,Gary Ross,Leonard Hartman,Matthew McConaughey,Gugu Mbatha-Raw,Mahershala Ali,Matthew McConaughey,Gugu Mbatha-Raw,Mahershala Ali,Keri Russell,50000000.0,Gary Ross,20758378.0,6.9,53.0,36965,,0,0,4,3,2016-06-24,139.0,Free State of Jones,2016-01-01,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,-29241622.0,51386948.40124035,21334193.983588856,,-30052754.417651493
68,Martin Scorsese,Jay Cocks,Martin Scorsese,Andrew Garfield,Adam Driver,Liam Neeson,Andrew Garfield,Adam Driver,Liam Neeson,Tadanobu Asano,46000000.0,Martin Scorsese,23737523.0,7.2,79.0,70065,,1,0,47,6,2016-11-29,161.0,Silence,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,-22262477.0,47275992.52914112,24395977.39148512,,-22880015.137656
69,Paul Verhoeven,Philippe Djian,David Birke,Isabelle Huppert,Laurent Lafitte,Anne Consigny,Isabelle Huppert,Laurent Lafitte,Anne Consigny,Charles Berling,,Paul Verhoeven,1389814.0,7.2,89.0,45580,,1,0,75,64,2016-05-21,130.0,Elle,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,1428366.0061064293,,
70,James Foley,Niall Leonard,E.L. James,Dakota Johnson,Jamie Dornan,Eric Johnson,Dakota Johnson,Jamie Dornan,Eric Johnson,Eloise Mumford,55000000.0,James Foley,374275967.0,4.6,33.0,63231,,0,0,12,3,2017-02-07,118.0,Fifty Shades Darker,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,319275967.0,55376502.22751784,376838071.27785265,,321461569.0503348
71,Rahul Dholakia,Rahul Dholakia,Harit Mehta,Raj Arjun,Shubham Chintamani,Shubham Tukaram,Raj Arjun,Shubham Chintamani,Shubham Tukaram,Dhanveer,,Rahul Dholakia,3262954.0,7.0,nan,32943,,0,0,11,1,2017-01-25,143.0,Raees,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,3285290.535441605,,
72,Mike Flanagan,Mike Flanagan,Jeff Howard,Elizabeth Reaser,Lulu Wilson,Annalise Basso,Annalise Basso,Elizabeth Reaser,Lulu Wilson,Henry Thomas,9000000.0,Mike Flanagan,79496033.0,6.1,65.0,38590,,0,0,5,2,2016-10-20,99.0,Ouija: Origin of Evil,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,70496033.0,9249650.712223262,81701170.917486,,72451520.20526274
73,Timur Bekmambetov,Lew Wallace,Keith R. Clarke,Jack Huston,Toby Kebbell,Rodrigo Santoro,Jack Huston,Toby Kebbell,Rodrigo Santoro,Nazanin Boniadi,100000000.0,Timur Bekmambetov,26384681.0,5.7,38.0,33597,,0,0,0,2,2016-08-17,123.0,Ben-Hur,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,-73615319.0,102773896.8024807,27116564.822603732,,-75657331.97987697
74,Garth Jennings,Christophe Lourdelet,Garth Jennings,Matthew McConaughey,Reese Witherspoon,Seth MacFarlane,Matthew McConaughey,Reese Witherspoon,Seth MacFarlane,Scarlett Johansson,75000000.0,Garth Jennings Christophe Lourdelet,632443719.0,7.1,59.0,92055,,0,0,20,2,2016-09-11,108.0,Sing,2016-01-01,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,557443719.0,77080422.60186052,649987055.098831,,572906632.4969705
75,Hüdaverdi Yavuz,Murat Özdil,Orhan Aydin,Özlem Balci,Volkan Basaran,Orhan Aydin,Özlem Balci,Volkan Basaran,Reha Beyoglu,Ayhan Eroglu,8000000.0,H�daverdi Yavuz,,1.8,nan,71083,,0,0,0,0,2017-03-02,108.0,Reis,2017-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,8054763.960366232,,,
76,Chan-wook Park,Sarah Waters,Seo-kyeong Jeong,Min-hee Kim,Jung-woo Ha,Jin-woong Jo,Min-hee Kim,Tae-ri Kim,Jung-woo Ha,Jin-woong Jo,,Chan-wook Park,1968494.0,8.1,84.0,52670,,0,0,87,59,2016-05-14,144.0,Ah-ga-ssi,2016-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,2023097.9921230243,,
77,Anna Foerster,Cory Goodman,Kyle Ward,Kate Beckinsale,Theo James,Tobias Menzies,Kate Beckinsale,Theo James,Tobias Menzies,Lara Pulver,35000000.0,Anna Foerster,76130534.0,5.8,23.0,53958,,0,0,0,0,2016-11-24,91.0,Underworld: Blood Wars,2016-01-01,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,41130534.0,35970863.88086824,78242316.44833748,,42271452.56746924
78,Daniel Ragussis,Michael German,Daniel Ragussis,Daniel Radcliffe,Toni Collette,Tracy Letts,Daniel Radcliffe,Toni Collette,Tracy Letts,Sam Trammell,,Daniel Ragussis,,6.5,68.0,32571,,0,0,0,0,2016-08-15,109.0,Imperium,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,,,
79,Nic Mathieu,Ian Fried,Nic Mathieu,James Badge Dale,Emily Mortimer,Bruce Greenwood,James Badge Dale,Emily Mortimer,Bruce Greenwood,Max Martini,70000000.0,Nic Mathieu,,6.3,nan,33514,,0,0,0,0,2016-12-09,107.0,Spectral,2016-01-01,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,,71941727.76173648,,,
80,Greg Mottola,Michael LeSieur,Zach Galifianakis,Isla Fisher,Jon Hamm,Zach Galifianakis,Isla Fisher,Jon Hamm,Gal Gadot,Patton Oswalt,40000000.0,Greg Mottola,28939621.0,5.9,34.0,43699,,0,0,2,0,2016-10-19,105.0,Keeping Up with the Joneses,2016-01-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,-11060379.0,41109558.720992275,29742376.22156903,,-11367182.499423247
81,Adam Wingard,Simon Barrett,James Allen McCune,Callie Hernandez,Corbin Reid,James Allen McCune,Callie Hernandez,Corbin Reid,Brandon Scott,Wes Robinson,5000000.0,Adam Wingard,45172994.0,5.0,47.0,31687,,0,0,7,0,2016-09-11,89.0,Blair Witch,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,40172994.0,5138694.840124034,46426046.236150794,,41287351.39602676
82,André Øvredal,Ian B. Goldberg,Richard Naing,Brian Cox,Emile Hirsch,Ophelia Lovibond,Brian Cox,Emile Hirsch,Ophelia Lovibond,Michael McElhatton,,Andr� �vredal,,6.8,65.0,56010,,0,0,9,7,2016-09-09,86.0,The Autopsy of Jane Doe,2016-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,,,
83,Yimou Zhang,Carlo Bernard,Doug Miro,Matt Damon,Tian Jing,Willem Dafoe,Matt Damon,Tian Jing,Willem Dafoe,Andy Lau,150000000.0,Yimou Zhang,334933831.0,6.0,42.0,92751,,0,0,1,1,2016-12-06,103.0,The Great Wall,2016-01-01,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,184933831.0,154160845.20372105,344224549.82853514,,190063704.62481406
84,Derek Cianfrance,Derek Cianfrance,M.L. Stedman,Michael Fassbender,Alicia Vikander,Rachel Weisz,Michael Fassbender,Alicia Vikander,Rachel Weisz,Florence Clery,20000000.0,Derek Cianfrance,25905264.0,7.2,60.0,36401,,0,0,9,1,2016-09-01,133.0,The Light Between Oceans,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,5905264.0,20554779.360496137,26623849.289770182,,6069069.929274044
85,Gauri Shinde,Gauri Shinde,Alia Bhatt,Shah Rukh Khan,Kunal Kapoor,Alia Bhatt,Shah Rukh Khan,Kunal Kapoor,Priyanka Moodley,Prateek Jain,,Gauri Shinde,1397133.0,7.7,nan,27158,,0,0,4,0,2016-11-23,151.0,Dear Zindagi,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,1435888.0276134026,,
86,Jared Hess,Chris Bowman,Hubbel Palmer,Zach Galifianakis,Kristen Wiig,Owen Wilson,Zach Galifianakis,Kristen Wiig,Owen Wilson,Ross Kimball,25000000.0,Jared Hess,17281714.0,5.8,47.0,37415,,0,0,1,0,2016-09-26,95.0,Masterminds,2016-01-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,-7718286.0,25693474.200620174,17761090.91205986,,-7932383.288560316
87,D.J. Caruso,Rich Wilkes,F. Scott Frazier,Vin Diesel,Donnie Yen,Deepika Padukone,Vin Diesel,Donnie Yen,Deepika Padukone,Kris Wu,85000000.0,D.J. Caruso,345159432.0,5.2,42.0,65706,,0,0,6,1,2017-01-05,107.0,xXx: Return of Xander Cage,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,260159432.0,85581867.07889122,347522219.18175995,,261940352.10286868
88,David Frankel,Allan Loeb,Will Smith,Edward Norton,Kate Winslet,Will Smith,Edward Norton,Kate Winslet,Michael Peña,Helen Mirren,36000000.0,David Frankel,76168721.0,6.8,23.0,64580,,0,0,3,1,2016-12-12,97.0,Collateral Beauty,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,40168721.0,36998602.84889305,78281562.71630944,,41282959.8674164
